"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"35942",43,"blue-collar","married","basic.9y","no","no","yes","cellular","may","mon",1,3,1,"success",-1.8,92.893,-46.2,1.264,5099.1,"1"
"35949",37,"technician","married","university.degree","no","yes","no","cellular","may","mon",1,3,1,"success",-1.8,92.893,-46.2,1.264,5099.1,"1"
"35972",27,"management","single","university.degree","no","yes","no","cellular","may","mon",2,3,1,"success",-1.8,92.893,-46.2,1.264,5099.1,"0"
"35974",78,"retired","married","high.school","no","yes","no","cellular","may","mon",2,3,2,"failure",-1.8,92.893,-46.2,1.264,5099.1,"0"
"35977",32,"admin.","married","university.degree","no","no","no","cellular","may","mon",3,12,2,"failure",-1.8,92.893,-46.2,1.264,5099.1,"0"
"35992",29,"admin.","single","university.degree","no","no","yes","cellular","may","tue",2,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36000",60,"retired","married","university.degree","no","yes","no","cellular","may","tue",1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"1"
"36027",27,"admin.","single","university.degree","no","no","no","cellular","may","tue",1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36029",31,"technician","single","university.degree","no","no","no","cellular","may","tue",1,2,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36032",45,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",1,9,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36036",28,"unemployed","single","high.school","no","no","yes","cellular","may","tue",1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36044",28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",2,3,2,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36050",36,"services","married","high.school","no","yes","no","cellular","may","tue",1,1,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36051",37,"entrepreneur","single","basic.9y","no","yes","no","cellular","may","tue",1,2,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36057",31,"technician","single","university.degree","no","yes","yes","cellular","may","tue",1,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36067",27,"services","married","university.degree","no","yes","no","cellular","may","tue",1,1,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36081",48,"blue-collar","married","high.school","no","no","no","cellular","may","tue",2,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36109",30,"admin.","single","high.school","no","yes","no","cellular","may","tue",3,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36111",27,"services","married","university.degree","no","no","no","cellular","may","tue",2,3,1,"success",-1.8,92.893,-46.2,1.266,5099.1,"0"
"36123",31,"admin.","single","high.school","no","no","no","cellular","may","wed",1,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36124",54,"unemployed","married","basic.9y","no","no","no","cellular","may","wed",1,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36125",34,"admin.","married","university.degree","no","yes","yes","cellular","may","wed",1,7,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36140",37,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",2,1,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36141",56,"technician","married","basic.4y","no","no","no","cellular","may","wed",3,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36143",31,"admin.","married","university.degree","no","yes","no","cellular","may","wed",2,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36152",26,"self-employed","single","university.degree","no","no","no","cellular","may","wed",1,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36168",26,"self-employed","single","university.degree","no","no","no","cellular","may","wed",1,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36169",52,"admin.","married","university.degree","no","no","no","cellular","may","wed",2,7,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36173",30,"student","single","high.school","no","yes","no","cellular","may","wed",4,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36185",53,"self-employed","married","university.degree","no","no","yes","cellular","may","wed",3,6,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36189",34,"admin.","married","university.degree","no","yes","no","cellular","may","wed",2,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36190",38,"management","married","university.degree","no","yes","no","cellular","may","wed",2,2,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36199",35,"admin.","married","high.school","no","yes","no","cellular","may","thu",2,3,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"0"
"36215",26,"technician","single","university.degree","no","yes","no","cellular","may","thu",4,2,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"1"
"36225",60,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",3,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"1"
"36237",36,"unemployed","single","university.degree","no","yes","no","cellular","jun","mon",1,4,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"1"
"36246",22,"student","single","basic.6y","no","yes","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"0"
"36260",36,"technician","married","university.degree","no","no","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"0"
"36267",57,"blue-collar","divorced","basic.4y","no","no","no","cellular","jun","mon",1,12,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"0"
"36275",30,"technician","single","basic.9y","no","no","no","cellular","jun","mon",1,12,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"0"
"36293",36,"admin.","married","university.degree","no","no","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"1"
"36296",56,"retired","divorced","university.degree","no","yes","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.266,5076.2,"0"
"36322",26,"technician","single","professional.course","no","yes","no","cellular","jun","tue",2,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36328",26,"technician","divorced","university.degree","no","yes","no","cellular","jun","tue",1,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"0"
"36342",31,"admin.","single","university.degree","no","yes","no","cellular","jun","tue",2,13,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36343",47,"management","married","basic.9y","no","yes","no","cellular","jun","tue",2,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"0"
"36357",49,"admin.","divorced","university.degree","no","yes","no","cellular","jun","tue",1,4,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"0"
"36364",31,"blue-collar","single","basic.9y","no","yes","yes","cellular","jun","tue",1,3,2,"success",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36369",24,"student","single","high.school","no","no","no","cellular","jun","tue",1,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"0"
"36391",32,"admin.","married","university.degree","no","yes","no","cellular","jun","tue",1,3,2,"failure",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36392",32,"admin.","married","university.degree","no","no","no","cellular","jun","tue",1,4,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36429",44,"admin.","single","university.degree","no","no","no","cellular","jun","tue",2,4,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36458",25,"blue-collar","single","professional.course","no","yes","no","cellular","jun","tue",2,3,1,"success",-2.9,92.963,-40.8,1.262,5076.2,"1"
"36461",55,"retired","married","basic.4y","no","no","no","cellular","jun","tue",2,3,4,"failure",-2.9,92.963,-40.8,1.262,5076.2,"0"
"36466",43,"admin.","married","university.degree","no","yes","no","cellular","jun","wed",2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36469",40,"blue-collar","divorced","professional.course","no","no","no","cellular","jun","wed",2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36510",28,"services","single","basic.6y","no","no","no","cellular","jun","wed",2,4,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36519",32,"admin.","married","high.school","no","yes","no","cellular","jun","wed",1,10,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"0"
"36532",48,"admin.","married","university.degree","no","yes","no","cellular","jun","wed",2,4,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36534",29,"services","single","high.school","no","no","no","cellular","jun","wed",6,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"0"
"36541",36,"management","single","university.degree","no","yes","no","cellular","jun","wed",2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36543",42,"self-employed","married","university.degree","no","yes","no","cellular","jun","wed",1,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36558",29,"services","single","high.school","no","no","no","cellular","jun","wed",2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36565",31,"admin.","married","high.school","no","no","no","cellular","jun","wed",1,2,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"0"
"36584",53,"blue-collar","married","basic.6y","no","yes","no","cellular","jun","thu",2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36589",30,"admin.","single","university.degree","no","yes","no","cellular","jun","thu",1,3,2,"success",-2.9,92.963,-40.8,1.26,5076.2,"0"
"36590",29,"technician","single","university.degree","no","no","no","cellular","jun","thu",1,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"0"
"36607",25,"services","single","high.school","no","yes","no","cellular","jun","thu",2,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36612",30,"admin.","married","university.degree","no","yes","no","cellular","jun","thu",2,4,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36616",32,"admin.","married","university.degree","no","no","yes","cellular","jun","thu",3,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36627",28,"management","single","university.degree","no","yes","no","cellular","jun","thu",1,4,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36653",52,"blue-collar","single","basic.9y","no","no","no","cellular","jun","fri",2,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36657",46,"housemaid","single","university.degree","no","yes","yes","cellular","jun","fri",1,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36661",30,"admin.","single","university.degree","no","no","yes","cellular","jun","fri",1,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36673",28,"technician","single","professional.course","no","yes","yes","cellular","jun","fri",1,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36682",32,"technician","single","professional.course","no","yes","no","cellular","jun","fri",1,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"0"
"36704",25,"technician","single","university.degree","no","yes","no","cellular","jun","fri",2,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"0"
"36721",53,"admin.","single","university.degree","no","yes","no","cellular","jun","fri",2,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36723",36,"technician","single","professional.course","no","yes","no","cellular","jun","fri",2,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36736",32,"management","single","university.degree","no","no","no","cellular","jun","mon",2,3,1,"success",-2.9,92.963,-40.8,1.281,5076.2,"1"
"36737",32,"management","single","university.degree","no","no","no","cellular","jun","mon",2,3,1,"success",-2.9,92.963,-40.8,1.281,5076.2,"0"
"36739",27,"blue-collar","single","high.school","no","yes","no","cellular","jun","mon",2,4,1,"success",-2.9,92.963,-40.8,1.281,5076.2,"1"
"36752",25,"admin.","single","university.degree","no","yes","yes","cellular","jun","tue",3,4,1,"success",-2.9,92.963,-40.8,1.286,5076.2,"0"
"36754",44,"self-employed","married","university.degree","no","no","no","cellular","jun","tue",2,3,1,"success",-2.9,92.963,-40.8,1.286,5076.2,"1"
"36761",38,"technician","married","professional.course","no","yes","no","cellular","jun","tue",4,3,1,"success",-2.9,92.963,-40.8,1.286,5076.2,"1"
"36771",54,"blue-collar","married","basic.9y","no","yes","no","cellular","jun","fri",2,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"1"
"36779",44,"blue-collar","married","professional.course","no","yes","no","cellular","jun","fri",3,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"0"
"36780",55,"retired","married","high.school","no","yes","no","cellular","jun","fri",3,3,1,"success",-2.9,92.963,-40.8,1.268,5076.2,"0"
"36812",29,"admin.","single","high.school","no","yes","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36832",52,"self-employed","married","university.degree","no","yes","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.26,5076.2,"1"
"36870",31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",3,11,2,"failure",-2.9,92.963,-40.8,1.252,5076.2,"0"
"36879",29,"unemployed","single","basic.4y","no","no","yes","cellular","jun","wed",3,3,2,"success",-2.9,92.963,-40.8,1.244,5076.2,"1"
"36907",47,"housemaid","single","professional.course","no","yes","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.215,5076.2,"0"
"36910",50,"admin.","married","university.degree","no","no","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.215,5076.2,"1"
"36915",49,"technician","single","professional.course","no","yes","no","cellular","jun","mon",1,3,1,"success",-2.9,92.963,-40.8,1.215,5076.2,"0"
"36924",36,"services","married","university.degree","no","no","yes","cellular","jun","tue",2,3,1,"success",-2.9,92.963,-40.8,1.206,5076.2,"1"
"36927",24,"technician","single","professional.course","no","no","no","cellular","jun","tue",1,4,1,"success",-2.9,92.963,-40.8,1.206,5076.2,"1"
"36941",51,"retired","married","basic.4y","no","no","no","cellular","jul","wed",1,13,1,"success",-2.9,92.469,-33.6,1.085,5076.2,"0"
"36944",55,"management","married","university.degree","no","no","yes","cellular","jul","wed",2,3,1,"success",-2.9,92.469,-33.6,1.085,5076.2,"1"
"36957",58,"retired","married","professional.course","no","no","yes","cellular","jul","thu",1,3,1,"success",-2.9,92.469,-33.6,1.072,5076.2,"0"
"36959",51,"technician","married","professional.course","no","no","no","cellular","jul","thu",1,13,1,"success",-2.9,92.469,-33.6,1.072,5076.2,"1"
"36972",32,"self-employed","single","university.degree","no","yes","no","cellular","jul","thu",1,14,1,"success",-2.9,92.469,-33.6,1.072,5076.2,"1"
"36978",60,"housemaid","married","basic.4y","no","yes","no","cellular","jul","thu",2,5,2,"success",-2.9,92.469,-33.6,1.072,5076.2,"1"
"36990",35,"admin.","single","high.school","no","yes","no","cellular","jul","fri",2,14,2,"failure",-2.9,92.469,-33.6,1.059,5076.2,"0"
"37022",26,"services","single","high.school","no","yes","no","cellular","jul","tue",1,13,1,"success",-2.9,92.469,-33.6,1.044,5076.2,"1"
"37027",23,"student","single","high.school","no","yes","no","cellular","jul","tue",2,13,1,"success",-2.9,92.469,-33.6,1.044,5076.2,"1"
"37050",45,"admin.","married","university.degree","no","no","no","cellular","jul","wed",1,13,1,"success",-2.9,92.469,-33.6,1.029,5076.2,"0"
"37071",40,"technician","married","high.school","no","yes","no","cellular","jul","wed",3,3,1,"success",-2.9,92.469,-33.6,1.029,5076.2,"0"
"37101",30,"student","single","university.degree","no","no","no","cellular","jul","tue",2,13,2,"failure",-2.9,92.469,-33.6,0.908,5076.2,"1"
"37104",54,"admin.","married","university.degree","no","no","yes","cellular","jul","tue",6,13,1,"success",-2.9,92.469,-33.6,0.908,5076.2,"1"
"37122",42,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",1,4,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"1"
"37125",31,"admin.","single","university.degree","no","no","no","cellular","aug","tue",1,15,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"0"
"37143",59,"admin.","married","high.school","no","yes","no","cellular","aug","wed",2,2,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"1"
"37147",57,"technician","married","high.school","no","yes","yes","cellular","aug","wed",2,4,1,"success",-2.9,92.201,-31.4,0.884,5076.2,"1"
"37155",32,"services","single","high.school","no","yes","yes","cellular","aug","wed",1,4,2,"success",-2.9,92.201,-31.4,0.884,5076.2,"1"
"37164",37,"technician","married","professional.course","no","no","no","cellular","aug","wed",3,4,2,"success",-2.9,92.201,-31.4,0.884,5076.2,"1"
"37170",52,"retired","divorced","university.degree","no","yes","yes","cellular","aug","thu",2,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"1"
"37179",32,"technician","married","university.degree","no","yes","no","cellular","aug","thu",2,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"0"
"37184",52,"retired","divorced","university.degree","no","no","no","cellular","aug","thu",1,15,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"1"
"37192",54,"admin.","divorced","high.school","no","yes","no","cellular","aug","thu",2,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"1"
"37231",41,"services","single","university.degree","no","yes","no","cellular","aug","fri",1,4,2,"success",-2.9,92.201,-31.4,0.881,5076.2,"1"
"37235",54,"technician","married","university.degree","no","yes","no","cellular","aug","fri",1,4,1,"success",-2.9,92.201,-31.4,0.881,5076.2,"0"
"37237",48,"entrepreneur","married","university.degree","no","no","yes","cellular","aug","fri",2,4,2,"success",-2.9,92.201,-31.4,0.881,5076.2,"1"
"37238",73,"retired","married","basic.9y","no","no","no","cellular","aug","fri",1,15,1,"success",-2.9,92.201,-31.4,0.881,5076.2,"0"
"37246",28,"admin.","single","university.degree","no","no","no","cellular","aug","fri",1,4,2,"success",-2.9,92.201,-31.4,0.881,5076.2,"1"
"37252",36,"services","married","basic.9y","no","yes","no","cellular","aug","fri",1,4,1,"success",-2.9,92.201,-31.4,0.881,5076.2,"1"
"37255",29,"admin.","single","high.school","no","no","no","cellular","aug","fri",1,4,3,"success",-2.9,92.201,-31.4,0.881,5076.2,"0"
"37265",48,"admin.","divorced","university.degree","no","yes","no","cellular","aug","fri",1,4,1,"success",-2.9,92.201,-31.4,0.881,5076.2,"0"
